,dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,Unnamed: 143,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical,algo_catboost,algo_mgbdt,algo_node_epsilon,algo_thundergbm,winning
94,breast-tissue,0.20505175,0.934606542,0.95909421,-0.746248905,0.84776121,-0.324008697,0.8999808890000001,0.624456397,-0.20712967300000001,0.38842487200000003,0.9296167909999999,0.455668106,0.9876105040000001,0.886699005,0.338545957,0.10215615300000001,-0.33888182,0.541755852,0.671747733,0.339849666,0.697403005,0.7418022940000001,0.574572523,0.336273075,0.8487267629999999,0.226470422,0.04898518599999999,0.8250152009999999,-0.70086082,0.96097012,-0.21846114600000002,0.9515628540000001,0.784612028,-0.038762731,0.302778363,0.9979723779999999,0.501409777,0.9491329279999999,0.706668367,-0.7310275159999999,0.710623806,-0.350814736,0.791367798,0.468455171,-0.31091584,0.450402828,0.8218071090000001,0.37356386700000005,0.946534042,0.974403358,-0.7197048079999999,0.023826511,-0.7162661909999999,-0.486835169,0.145389819,-0.523476901,-0.6960207909999999,-0.449502169,-0.7483708040000001,-0.67909059,-0.01543648,0.921546483,0.864536724,0.15285299900000002,0.38810010100000003,0.961262167,0.625034018,0.868703263,0.58288323,-0.20568997,0.158842942,0.7070297940000001,0.343604731,-0.21973447100000001,0.35220073399999996,-0.326818923,-0.33843389,0.764375107,-0.020144468999999998,0.29984918,0.945254745,0.48833106299999995,0.910827974,0.6814094070000001,0.299309087,0.266783699,0.78984571,0.781972511,0.643253806,0.351340882,0.37027911,-0.044847733,0.376935675,-0.177444228,-0.356286838,0.293079396,0.45230564799999995,0.40508594700000006,0.488550217,0.499748694,0.945482629,0.7049469309999999,0.450634885,0.323898908,0.865204269,0.0,0.0,0.26666666699999997,0.088888889,0.04444444400000001,0.088888889,0.311111111,0.177777778,0.04444444400000001,0.177777778,0.088888889,0.177777778,0.26666666699999997,0.577777778,0.4,0.177777778,0.26666666699999997,0.444444444,0.4,1.0,1.871364314,2.03013828,0.019491413,0.26106944600000004,0.355854571,0.197832943,0.373057277,0.453593525,0.416484791,0.289694513,0.41310478799999995,8.621285036,17.63736457,-1.3476221430000002,0.250000035,0.749999988,2.5,,106,0.09433962300000001,0,0,1,1060,0,10,0,10,0,0,1,0,0.0
95,breast-tissue,0.20505175,0.934606542,0.95909421,-0.746248905,0.84776121,-0.324008697,0.8999808890000001,0.624456397,-0.20712967300000001,0.38842487200000003,0.9296167909999999,0.455668106,0.9876105040000001,0.886699005,0.338545957,0.10215615300000001,-0.33888182,0.541755852,0.671747733,0.339849666,0.697403005,0.7418022940000001,0.574572523,0.336273075,0.8487267629999999,0.226470422,0.04898518599999999,0.8250152009999999,-0.70086082,0.96097012,-0.21846114600000002,0.9515628540000001,0.784612028,-0.038762731,0.302778363,0.9979723779999999,0.501409777,0.9491329279999999,0.706668367,-0.7310275159999999,0.710623806,-0.350814736,0.791367798,0.468455171,-0.31091584,0.450402828,0.8218071090000001,0.37356386700000005,0.946534042,0.974403358,-0.7197048079999999,0.023826511,-0.7162661909999999,-0.486835169,0.145389819,-0.523476901,-0.6960207909999999,-0.449502169,-0.7483708040000001,-0.67909059,-0.01543648,0.921546483,0.864536724,0.15285299900000002,0.38810010100000003,0.961262167,0.625034018,0.868703263,0.58288323,-0.20568997,0.158842942,0.7070297940000001,0.343604731,-0.21973447100000001,0.35220073399999996,-0.326818923,-0.33843389,0.764375107,-0.020144468999999998,0.29984918,0.945254745,0.48833106299999995,0.910827974,0.6814094070000001,0.299309087,0.266783699,0.78984571,0.781972511,0.643253806,0.351340882,0.37027911,-0.044847733,0.376935675,-0.177444228,-0.356286838,0.293079396,0.45230564799999995,0.40508594700000006,0.488550217,0.499748694,0.945482629,0.7049469309999999,0.450634885,0.323898908,0.865204269,0.0,0.0,0.26666666699999997,0.088888889,0.04444444400000001,0.088888889,0.311111111,0.177777778,0.04444444400000001,0.177777778,0.088888889,0.177777778,0.26666666699999997,0.577777778,0.4,0.177777778,0.26666666699999997,0.444444444,0.4,1.0,1.871364314,2.03013828,0.019491413,0.26106944600000004,0.355854571,0.197832943,0.373057277,0.453593525,0.416484791,0.289694513,0.41310478799999995,8.621285036,17.63736457,-1.3476221430000002,0.250000035,0.749999988,2.5,,106,0.09433962300000001,0,0,1,1060,0,10,0,10,1,0,0,0,1.0
96,car,0.342134583,0.627323046,0.9966987540000001,-0.5519581570000001,0.48830888,-0.076653044,-0.1642033,0.028045679,0.064865665,0.7045174740000001,0.967956775,0.6969885140000001,0.5319614970000001,0.991629188,0.158528361,0.34785154100000004,0.281827046,0.33536004,0.7723921490000001,-0.010372833,0.299338699,0.853754927,0.655548832,0.390176055,0.8367523859999999,0.06534098,0.34322394799999995,0.614728893,-0.180998231,0.938557698,-0.22407124899999997,0.494747089,0.694279834,-0.187148292,0.041418738,0.753502045,0.267950484,0.9640804279999999,0.603486868,-0.556874104,0.47943592399999996,-0.065080103,-0.174506975,0.021472162000000003,0.077416681,0.7070687259999999,0.9609492890000001,0.70371837,0.531621209,0.998221603,0.019771234,0.617311951,0.272589948,0.40324852,0.509927517,-0.237902499,-0.441865346,-0.16802154100000002,-0.22075529,-0.562778587,-0.007385958000000001,0.63206449,0.84527078,0.026678342999999997,-0.001446251,0.648283876,0.327230691,0.900990235,0.46895414399999996,-0.12315881,0.136682164,0.925387252,0.422250291,-0.026921734,0.469827737,-0.30986756,-0.067869287,0.793219977,-0.16785636199999998,-0.489418047,-0.012383315,-0.19610577399999998,0.531970259,-0.17943109399999999,0.089066271,-0.296806434,0.21092206800000002,0.07233569299999999,0.705479457,0.014393089,0.545937579,0.098768963,0.618754018,-0.295402999,0.07564890099999999,0.610550516,0.849104064,-0.088444182,0.7059531240000001,0.6780039059999999,0.652526339,0.952168331,0.164713376,0.703282445,0.528906231,0.0,0.0,0.0,0.0,0.171428571,0.11428571400000001,0.057142857000000005,0.28571428600000004,0.514285714,0.514285714,0.7428571429999999,0.171428571,0.28571428600000004,0.342857143,0.4,0.342857143,0.7428571429999999,0.514285714,0.228571429,1.0,0.40640236,0.081760842,1.006980375,0.401615715,0.465832136,0.204847145,0.30483099,0.036863185,0.082007604,0.253446698,0.32074029800000003,-1.009088066,0.954060715,1.310670044,0.18063801300000001,0.44247157299999995,1.264467593,,1728,0.004050926,0,0,1,12096,0,7,0,7,0,1,0,0,0.0
97,car,0.342134583,0.627323046,0.9966987540000001,-0.5519581570000001,0.48830888,-0.076653044,-0.1642033,0.028045679,0.064865665,0.7045174740000001,0.967956775,0.6969885140000001,0.5319614970000001,0.991629188,0.158528361,0.34785154100000004,0.281827046,0.33536004,0.7723921490000001,-0.010372833,0.299338699,0.853754927,0.655548832,0.390176055,0.8367523859999999,0.06534098,0.34322394799999995,0.614728893,-0.180998231,0.938557698,-0.22407124899999997,0.494747089,0.694279834,-0.187148292,0.041418738,0.753502045,0.267950484,0.9640804279999999,0.603486868,-0.556874104,0.47943592399999996,-0.065080103,-0.174506975,0.021472162000000003,0.077416681,0.7070687259999999,0.9609492890000001,0.70371837,0.531621209,0.998221603,0.019771234,0.617311951,0.272589948,0.40324852,0.509927517,-0.237902499,-0.441865346,-0.16802154100000002,-0.22075529,-0.562778587,-0.007385958000000001,0.63206449,0.84527078,0.026678342999999997,-0.001446251,0.648283876,0.327230691,0.900990235,0.46895414399999996,-0.12315881,0.136682164,0.925387252,0.422250291,-0.026921734,0.469827737,-0.30986756,-0.067869287,0.793219977,-0.16785636199999998,-0.489418047,-0.012383315,-0.19610577399999998,0.531970259,-0.17943109399999999,0.089066271,-0.296806434,0.21092206800000002,0.07233569299999999,0.705479457,0.014393089,0.545937579,0.098768963,0.618754018,-0.295402999,0.07564890099999999,0.610550516,0.849104064,-0.088444182,0.7059531240000001,0.6780039059999999,0.652526339,0.952168331,0.164713376,0.703282445,0.528906231,0.0,0.0,0.0,0.0,0.171428571,0.11428571400000001,0.057142857000000005,0.28571428600000004,0.514285714,0.514285714,0.7428571429999999,0.171428571,0.28571428600000004,0.342857143,0.4,0.342857143,0.7428571429999999,0.514285714,0.228571429,1.0,0.40640236,0.081760842,1.006980375,0.401615715,0.465832136,0.204847145,0.30483099,0.036863185,0.082007604,0.253446698,0.32074029800000003,-1.009088066,0.954060715,1.310670044,0.18063801300000001,0.44247157299999995,1.264467593,,1728,0.004050926,0,0,1,12096,0,7,0,7,0,0,0,1,0.0
98,car,0.342134583,0.627323046,0.9966987540000001,-0.5519581570000001,0.48830888,-0.076653044,-0.1642033,0.028045679,0.064865665,0.7045174740000001,0.967956775,0.6969885140000001,0.5319614970000001,0.991629188,0.158528361,0.34785154100000004,0.281827046,0.33536004,0.7723921490000001,-0.010372833,0.299338699,0.853754927,0.655548832,0.390176055,0.8367523859999999,0.06534098,0.34322394799999995,0.614728893,-0.180998231,0.938557698,-0.22407124899999997,0.494747089,0.694279834,-0.187148292,0.041418738,0.753502045,0.267950484,0.9640804279999999,0.603486868,-0.556874104,0.47943592399999996,-0.065080103,-0.174506975,0.021472162000000003,0.077416681,0.7070687259999999,0.9609492890000001,0.70371837,0.531621209,0.998221603,0.019771234,0.617311951,0.272589948,0.40324852,0.509927517,-0.237902499,-0.441865346,-0.16802154100000002,-0.22075529,-0.562778587,-0.007385958000000001,0.63206449,0.84527078,0.026678342999999997,-0.001446251,0.648283876,0.327230691,0.900990235,0.46895414399999996,-0.12315881,0.136682164,0.925387252,0.422250291,-0.026921734,0.469827737,-0.30986756,-0.067869287,0.793219977,-0.16785636199999998,-0.489418047,-0.012383315,-0.19610577399999998,0.531970259,-0.17943109399999999,0.089066271,-0.296806434,0.21092206800000002,0.07233569299999999,0.705479457,0.014393089,0.545937579,0.098768963,0.618754018,-0.295402999,0.07564890099999999,0.610550516,0.849104064,-0.088444182,0.7059531240000001,0.6780039059999999,0.652526339,0.952168331,0.164713376,0.703282445,0.528906231,0.0,0.0,0.0,0.0,0.171428571,0.11428571400000001,0.057142857000000005,0.28571428600000004,0.514285714,0.514285714,0.7428571429999999,0.171428571,0.28571428600000004,0.342857143,0.4,0.342857143,0.7428571429999999,0.514285714,0.228571429,1.0,0.40640236,0.081760842,1.006980375,0.401615715,0.465832136,0.204847145,0.30483099,0.036863185,0.082007604,0.253446698,0.32074029800000003,-1.009088066,0.954060715,1.310670044,0.18063801300000001,0.44247157299999995,1.264467593,,1728,0.004050926,0,0,1,12096,0,7,0,7,0,0,1,0,0.0
99,car,0.342134583,0.627323046,0.9966987540000001,-0.5519581570000001,0.48830888,-0.076653044,-0.1642033,0.028045679,0.064865665,0.7045174740000001,0.967956775,0.6969885140000001,0.5319614970000001,0.991629188,0.158528361,0.34785154100000004,0.281827046,0.33536004,0.7723921490000001,-0.010372833,0.299338699,0.853754927,0.655548832,0.390176055,0.8367523859999999,0.06534098,0.34322394799999995,0.614728893,-0.180998231,0.938557698,-0.22407124899999997,0.494747089,0.694279834,-0.187148292,0.041418738,0.753502045,0.267950484,0.9640804279999999,0.603486868,-0.556874104,0.47943592399999996,-0.065080103,-0.174506975,0.021472162000000003,0.077416681,0.7070687259999999,0.9609492890000001,0.70371837,0.531621209,0.998221603,0.019771234,0.617311951,0.272589948,0.40324852,0.509927517,-0.237902499,-0.441865346,-0.16802154100000002,-0.22075529,-0.562778587,-0.007385958000000001,0.63206449,0.84527078,0.026678342999999997,-0.001446251,0.648283876,0.327230691,0.900990235,0.46895414399999996,-0.12315881,0.136682164,0.925387252,0.422250291,-0.026921734,0.469827737,-0.30986756,-0.067869287,0.793219977,-0.16785636199999998,-0.489418047,-0.012383315,-0.19610577399999998,0.531970259,-0.17943109399999999,0.089066271,-0.296806434,0.21092206800000002,0.07233569299999999,0.705479457,0.014393089,0.545937579,0.098768963,0.618754018,-0.295402999,0.07564890099999999,0.610550516,0.849104064,-0.088444182,0.7059531240000001,0.6780039059999999,0.652526339,0.952168331,0.164713376,0.703282445,0.528906231,0.0,0.0,0.0,0.0,0.171428571,0.11428571400000001,0.057142857000000005,0.28571428600000004,0.514285714,0.514285714,0.7428571429999999,0.171428571,0.28571428600000004,0.342857143,0.4,0.342857143,0.7428571429999999,0.514285714,0.228571429,1.0,0.40640236,0.081760842,1.006980375,0.401615715,0.465832136,0.204847145,0.30483099,0.036863185,0.082007604,0.253446698,0.32074029800000003,-1.009088066,0.954060715,1.310670044,0.18063801300000001,0.44247157299999995,1.264467593,,1728,0.004050926,0,0,1,12096,0,7,0,7,1,0,0,0,1.0
100,cardiotocography-10clases,0.055738815,0.9378229709999999,0.985082764,-0.791278825,0.8608901059999999,-0.43442616100000003,0.8782498240000001,0.673331723,-0.642783977,0.7294887959999999,0.948088915,0.558592876,0.992859158,0.9602878440000001,0.12826083,-0.0014985279999999998,0.201720094,0.257113469,0.771477946,0.160764192,0.48577821299999996,0.543593777,0.310406519,0.122910366,0.725764218,0.049516019,-0.020706884,0.877551045,-0.690767435,0.969609362,-0.31827463899999997,0.9674191759999999,0.8034652290000001,-0.498625242,0.55347446,0.9981047270000001,0.577547931,0.951923835,0.826898233,-0.797770852,0.776908973,-0.47689448,0.807803924,0.581584101,-0.6783352109999999,0.77554115,0.89223179,0.49504700700000004,0.9731351220000001,0.9920004040000001,-0.616006475,0.569427412,-0.657427539,-0.385886468,0.8199615159999999,-0.598288616,-0.698008299,-0.264014929,-0.7880027559999999,-0.7851198770000001,-0.168506121,0.9728951659999999,0.8704405940000001,-0.357855871,0.489652208,0.960065142,0.633430509,0.879637667,0.714617373,-0.236441402,0.077118135,0.808853395,-0.116024869,-0.330690734,0.258422056,-0.429302329,-0.478455552,0.79563684,-0.41853605299999996,0.505731835,0.9586777740000001,0.530628635,0.894238972,0.753722227,-0.12170632199999999,0.38019689799999995,0.79685415,0.7670672820000001,0.684835709,0.519944565,-0.408855212,-0.519512558,-0.036692291,-0.623369205,-0.6799232829999999,0.5733350979999999,0.571761844,0.7003852979999999,0.80364605,0.582821852,0.957630248,0.844420919,0.548166201,0.451832874,0.944080873,0.0,0.0,0.17021276600000002,0.34042553200000003,0.08510638300000001,0.29787234,0.17021276600000002,0.08510638300000001,0.127659574,0.127659574,0.127659574,0.127659574,0.127659574,0.08510638300000001,0.17021276600000002,0.553191489,0.127659574,0.46808510600000003,0.595744681,1.0,3.884694483,2.0326506230000003,0.380894429,0.04236327,0.24270640100000002,0.051667013,0.197036446,0.047463007,0.321551761,0.10950412300000001,0.263271126,20.21144711,62.52263235,-1.2289726779999999,0.15953989400000002,0.731103649,3.509877705,,2126,0.010348071,0,0,1,46772,0,22,0,22,0,1,0,0,0.0
101,cardiotocography-10clases,0.055738815,0.9378229709999999,0.985082764,-0.791278825,0.8608901059999999,-0.43442616100000003,0.8782498240000001,0.673331723,-0.642783977,0.7294887959999999,0.948088915,0.558592876,0.992859158,0.9602878440000001,0.12826083,-0.0014985279999999998,0.201720094,0.257113469,0.771477946,0.160764192,0.48577821299999996,0.543593777,0.310406519,0.122910366,0.725764218,0.049516019,-0.020706884,0.877551045,-0.690767435,0.969609362,-0.31827463899999997,0.9674191759999999,0.8034652290000001,-0.498625242,0.55347446,0.9981047270000001,0.577547931,0.951923835,0.826898233,-0.797770852,0.776908973,-0.47689448,0.807803924,0.581584101,-0.6783352109999999,0.77554115,0.89223179,0.49504700700000004,0.9731351220000001,0.9920004040000001,-0.616006475,0.569427412,-0.657427539,-0.385886468,0.8199615159999999,-0.598288616,-0.698008299,-0.264014929,-0.7880027559999999,-0.7851198770000001,-0.168506121,0.9728951659999999,0.8704405940000001,-0.357855871,0.489652208,0.960065142,0.633430509,0.879637667,0.714617373,-0.236441402,0.077118135,0.808853395,-0.116024869,-0.330690734,0.258422056,-0.429302329,-0.478455552,0.79563684,-0.41853605299999996,0.505731835,0.9586777740000001,0.530628635,0.894238972,0.753722227,-0.12170632199999999,0.38019689799999995,0.79685415,0.7670672820000001,0.684835709,0.519944565,-0.408855212,-0.519512558,-0.036692291,-0.623369205,-0.6799232829999999,0.5733350979999999,0.571761844,0.7003852979999999,0.80364605,0.582821852,0.957630248,0.844420919,0.548166201,0.451832874,0.944080873,0.0,0.0,0.17021276600000002,0.34042553200000003,0.08510638300000001,0.29787234,0.17021276600000002,0.08510638300000001,0.127659574,0.127659574,0.127659574,0.127659574,0.127659574,0.08510638300000001,0.17021276600000002,0.553191489,0.127659574,0.46808510600000003,0.595744681,1.0,3.884694483,2.0326506230000003,0.380894429,0.04236327,0.24270640100000002,0.051667013,0.197036446,0.047463007,0.321551761,0.10950412300000001,0.263271126,20.21144711,62.52263235,-1.2289726779999999,0.15953989400000002,0.731103649,3.509877705,,2126,0.010348071,0,0,1,46772,0,22,0,22,0,0,0,1,0.0
102,cardiotocography-10clases,0.055738815,0.9378229709999999,0.985082764,-0.791278825,0.8608901059999999,-0.43442616100000003,0.8782498240000001,0.673331723,-0.642783977,0.7294887959999999,0.948088915,0.558592876,0.992859158,0.9602878440000001,0.12826083,-0.0014985279999999998,0.201720094,0.257113469,0.771477946,0.160764192,0.48577821299999996,0.543593777,0.310406519,0.122910366,0.725764218,0.049516019,-0.020706884,0.877551045,-0.690767435,0.969609362,-0.31827463899999997,0.9674191759999999,0.8034652290000001,-0.498625242,0.55347446,0.9981047270000001,0.577547931,0.951923835,0.826898233,-0.797770852,0.776908973,-0.47689448,0.807803924,0.581584101,-0.6783352109999999,0.77554115,0.89223179,0.49504700700000004,0.9731351220000001,0.9920004040000001,-0.616006475,0.569427412,-0.657427539,-0.385886468,0.8199615159999999,-0.598288616,-0.698008299,-0.264014929,-0.7880027559999999,-0.7851198770000001,-0.168506121,0.9728951659999999,0.8704405940000001,-0.357855871,0.489652208,0.960065142,0.633430509,0.879637667,0.714617373,-0.236441402,0.077118135,0.808853395,-0.116024869,-0.330690734,0.258422056,-0.429302329,-0.478455552,0.79563684,-0.41853605299999996,0.505731835,0.9586777740000001,0.530628635,0.894238972,0.753722227,-0.12170632199999999,0.38019689799999995,0.79685415,0.7670672820000001,0.684835709,0.519944565,-0.408855212,-0.519512558,-0.036692291,-0.623369205,-0.6799232829999999,0.5733350979999999,0.571761844,0.7003852979999999,0.80364605,0.582821852,0.957630248,0.844420919,0.548166201,0.451832874,0.944080873,0.0,0.0,0.17021276600000002,0.34042553200000003,0.08510638300000001,0.29787234,0.17021276600000002,0.08510638300000001,0.127659574,0.127659574,0.127659574,0.127659574,0.127659574,0.08510638300000001,0.17021276600000002,0.553191489,0.127659574,0.46808510600000003,0.595744681,1.0,3.884694483,2.0326506230000003,0.380894429,0.04236327,0.24270640100000002,0.051667013,0.197036446,0.047463007,0.321551761,0.10950412300000001,0.263271126,20.21144711,62.52263235,-1.2289726779999999,0.15953989400000002,0.731103649,3.509877705,,2126,0.010348071,0,0,1,46772,0,22,0,22,0,0,1,0,0.0
103,cardiotocography-10clases,0.055738815,0.9378229709999999,0.985082764,-0.791278825,0.8608901059999999,-0.43442616100000003,0.8782498240000001,0.673331723,-0.642783977,0.7294887959999999,0.948088915,0.558592876,0.992859158,0.9602878440000001,0.12826083,-0.0014985279999999998,0.201720094,0.257113469,0.771477946,0.160764192,0.48577821299999996,0.543593777,0.310406519,0.122910366,0.725764218,0.049516019,-0.020706884,0.877551045,-0.690767435,0.969609362,-0.31827463899999997,0.9674191759999999,0.8034652290000001,-0.498625242,0.55347446,0.9981047270000001,0.577547931,0.951923835,0.826898233,-0.797770852,0.776908973,-0.47689448,0.807803924,0.581584101,-0.6783352109999999,0.77554115,0.89223179,0.49504700700000004,0.9731351220000001,0.9920004040000001,-0.616006475,0.569427412,-0.657427539,-0.385886468,0.8199615159999999,-0.598288616,-0.698008299,-0.264014929,-0.7880027559999999,-0.7851198770000001,-0.168506121,0.9728951659999999,0.8704405940000001,-0.357855871,0.489652208,0.960065142,0.633430509,0.879637667,0.714617373,-0.236441402,0.077118135,0.808853395,-0.116024869,-0.330690734,0.258422056,-0.429302329,-0.478455552,0.79563684,-0.41853605299999996,0.505731835,0.9586777740000001,0.530628635,0.894238972,0.753722227,-0.12170632199999999,0.38019689799999995,0.79685415,0.7670672820000001,0.684835709,0.519944565,-0.408855212,-0.519512558,-0.036692291,-0.623369205,-0.6799232829999999,0.5733350979999999,0.571761844,0.7003852979999999,0.80364605,0.582821852,0.957630248,0.844420919,0.548166201,0.451832874,0.944080873,0.0,0.0,0.17021276600000002,0.34042553200000003,0.08510638300000001,0.29787234,0.17021276600000002,0.08510638300000001,0.127659574,0.127659574,0.127659574,0.127659574,0.127659574,0.08510638300000001,0.17021276600000002,0.553191489,0.127659574,0.46808510600000003,0.595744681,1.0,3.884694483,2.0326506230000003,0.380894429,0.04236327,0.24270640100000002,0.051667013,0.197036446,0.047463007,0.321551761,0.10950412300000001,0.263271126,20.21144711,62.52263235,-1.2289726779999999,0.15953989400000002,0.731103649,3.509877705,,2126,0.010348071,0,0,1,46772,0,22,0,22,1,0,0,0,1.0
104,cardiotocography-3clases,-0.600805324,0.639516022,0.779497524,-0.890962648,0.20735627,-0.7056643229999999,0.728669385,-0.064321251,-0.7888794159999999,0.108516246,0.604589956,-0.138205733,0.946375305,0.69874206,0.005462054,-0.8849333090000001,0.8269877090000001,0.44314873,0.941704635,-0.151102246,0.710765013,0.90412771,-0.328135345,0.055036588,0.740443787,-0.538041777,-0.887010156,0.270746082,-0.41162033299999995,0.721671618,-0.113099126,0.906618886,0.518988497,-0.258551374,-0.209746743,0.983714535,0.442622445,0.7200724279999999,0.167803698,-0.918423579,-0.18160621899999999,-0.9335785959999999,0.397687213,-0.45667928,-0.9683014259999999,0.414164388,0.22439439100000003,-0.45691118799999997,0.73134794,0.976967087,0.060229857000000005,0.868682834,-0.549617719,0.36058993200000006,0.926242274,-0.231796492,-0.362006741,0.401660969,-0.85757429,-0.8691016579999999,0.305130565,0.619258661,0.8649568000000001,0.221384795,-0.613589426,0.699587263,0.518220535,0.310088118,-0.286274338,-0.274172085,0.579350975,0.937907681,-0.309323837,-0.062298417,0.653331504,-0.6490889320000001,-0.9075612129999999,0.391867408,-0.370883432,-0.14891785300000002,0.8616816429999999,0.262268615,0.789361731,0.302932687,0.486555354,-0.50870561,0.546649463,0.705411531,0.041132205,-0.541888505,-0.363094705,-0.222388185,0.497102376,-0.740504789,-0.925218616,-0.17724432699999998,0.024897727999999997,0.00554055,0.513986194,0.5028715770000001,0.686083441,0.120683474,-0.07417288400000001,-0.489569542,0.642507641,0.16,0.16,0.0,0.0,0.08,0.08,0.16,0.24,0.24,0.0,0.24,0.0,0.16,0.24,0.24,0.24,0.4,0.48,0.08,1.0,3.8683234110000004,2.0993658269999997,1.8486288990000002,0.041721997999999996,0.24548102300000002,0.044933649000000006,0.23050001,0.041141721,0.324363984,0.043130622,0.304359005,20.36201309,62.47478878,2.083478786,0.013833061,0.063391056,0.304327375,,2126,0.010348071,0,0,1,46772,0,22,0,22,0,1,0,0,0.0
105,cardiotocography-3clases,-0.600805324,0.639516022,0.779497524,-0.890962648,0.20735627,-0.7056643229999999,0.728669385,-0.064321251,-0.7888794159999999,0.108516246,0.604589956,-0.138205733,0.946375305,0.69874206,0.005462054,-0.8849333090000001,0.8269877090000001,0.44314873,0.941704635,-0.151102246,0.710765013,0.90412771,-0.328135345,0.055036588,0.740443787,-0.538041777,-0.887010156,0.270746082,-0.41162033299999995,0.721671618,-0.113099126,0.906618886,0.518988497,-0.258551374,-0.209746743,0.983714535,0.442622445,0.7200724279999999,0.167803698,-0.918423579,-0.18160621899999999,-0.9335785959999999,0.397687213,-0.45667928,-0.9683014259999999,0.414164388,0.22439439100000003,-0.45691118799999997,0.73134794,0.976967087,0.060229857000000005,0.868682834,-0.549617719,0.36058993200000006,0.926242274,-0.231796492,-0.362006741,0.401660969,-0.85757429,-0.8691016579999999,0.305130565,0.619258661,0.8649568000000001,0.221384795,-0.613589426,0.699587263,0.518220535,0.310088118,-0.286274338,-0.274172085,0.579350975,0.937907681,-0.309323837,-0.062298417,0.653331504,-0.6490889320000001,-0.9075612129999999,0.391867408,-0.370883432,-0.14891785300000002,0.8616816429999999,0.262268615,0.789361731,0.302932687,0.486555354,-0.50870561,0.546649463,0.705411531,0.041132205,-0.541888505,-0.363094705,-0.222388185,0.497102376,-0.740504789,-0.925218616,-0.17724432699999998,0.024897727999999997,0.00554055,0.513986194,0.5028715770000001,0.686083441,0.120683474,-0.07417288400000001,-0.489569542,0.642507641,0.16,0.16,0.0,0.0,0.08,0.08,0.16,0.24,0.24,0.0,0.24,0.0,0.16,0.24,0.24,0.24,0.4,0.48,0.08,1.0,3.8683234110000004,2.0993658269999997,1.8486288990000002,0.041721997999999996,0.24548102300000002,0.044933649000000006,0.23050001,0.041141721,0.324363984,0.043130622,0.304359005,20.36201309,62.47478878,2.083478786,0.013833061,0.063391056,0.304327375,,2126,0.010348071,0,0,1,46772,0,22,0,22,0,0,0,1,0.0
